1,598.103824
2,598.309031
4,592.123693
8,592.084202
16,573.967627
32,568.246487
50,567.388084
64,542.632816
72,531.657974
80,529.869453
96,505.505086
128,483.208724
192,445.295614
256,433.822288
384,423.02061
512,415.865364
1024,407.865281
2048,263.655091
3072,138.571629
4096,103.947196
5120,98.551737
6144,94.753419
7168,91.355743
8192,91.253644
9216,90.269183
10240,88.991681
11264,88.997115
12288,88.069383
16384,86.649595
32768,84.457782
65536,83.429801
131072,83.030014
